,Lat_long,Most_common_sqft_binned,Most_common_hvac_heating_fuel_new,Most_common_heating_setpoint,Most_common_in.vintage,Most_common_in.occupants,Most_common_in.geometry_building_type_height,Most_common_electric_water_heater,Most_common_clothes_washer_usage_new,Most_common_cooling_setpoint,Most_common_Lighting_new,Most_common_hvac_cooling_eff_new,Most_common_in.hvac_has_ducts
194,"(34.65, -98.4)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
195,"(34.65, -86.78)",1000-1499,Electric-resistance,68,2000s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
196,"(34.7, -77.38)",1500-1999,Electric-resistance,68,2000s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,high,Yes
197,"(34.75, -92.23)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
198,"(34.75, -87.6)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
199,"(34.83, -77.62)",1500-1999,Electric-resistance,70,1960s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
200,"(34.85, -82.35)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
201,"(34.9, -95.78)",1000-1499,Non-electric,70,1970s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
202,"(34.9, -82.22)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
203,"(34.9, -76.88)",1000-1499,Electric-resistance,55,1990s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,high,Yes
204,"(34.92, -92.15)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
205,"(34.98, -78.88)",1000-1499,Electric-resistance,68,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,high,Yes
206,"(34.99, -101.9)",1500-1999,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
207,"(35.0, -99.05)",1000-1499,Non-electric,70,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
208,"(35.03, -110.72)",1000-1499,Non-electric,55,1980s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
209,"(35.03, -85.2)",1500-1999,Electric-resistance,68,1970s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,high,Yes
210,"(35.04, -106.62)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
211,"(35.07, -89.98)",1000-1499,Non-electric,70,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
212,"(35.07, -77.05)",1000-1499,Electric-resistance,70,2000s,2,Single-Family Detached,Electric Standard,avg,78,LED_CFL,avg,Yes
213,"(35.13, -111.67)",1500-1999,Non-electric,55,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
214,"(35.13, -78.93)",1000-1499,Electric-resistance,68,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,high,Yes
215,"(35.17, -79.02)",1000-1499,Electric-resistance,68,1950s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
216,"(35.183, -103.6)",1000-1499,Electric-resistance,55,1980s,1,Single-Family Detached,Electric Standard,avg,78,LED_CFL,high,Yes
217,"(35.22, -80.95)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
218,"(35.23, -120.63)",1500-1999,Non-electric,68,1980s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
219,"(35.23, -79.4)",1500-1999,Electric-resistance,68,2000s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
220,"(35.27, -113.95)",1000-1499,Electric-resistance,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
221,"(35.27, -75.55)",1500-1999,Electric-resistance,55,<1940,1,Single-Family Detached,Electric Standard,high,70,Incandescent,avg,Yes
222,"(35.317, -77.633)",1000-1499,Electric-resistance,70,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
223,"(35.33, -99.2)",1000-1499,Non-electric,55,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
224,"(35.33, -94.37)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
225,"(35.35, -77.97)",1500-1999,Electric-resistance,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
226,"(35.38, -97.6)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
227,"(35.42, -97.38)",1500-1999,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
228,"(35.43, -119.05)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
229,"(35.43, -82.53)",1000-1499,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
230,"(35.52, -108.78)",1500-1999,Non-electric,55,1970s,1,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
231,"(35.53, -97.65)",1500-1999,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
232,"(35.6, -88.92)",1500-1999,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
233,"(35.617, -106.083)",2500-3499,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
234,"(35.63, -77.4)",1500-1999,Electric-resistance,55,2000s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,high,Yes
235,"(35.65, -105.15)",2000-2499,Non-electric,55,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
236,"(35.73, -91.65)",1000-1499,Non-electric,70,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
237,"(35.73, -81.38)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
238,"(35.733, -81.383)",1000-1499,Electric-resistance,68,1970s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
239,"(35.82, -83.98)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
240,"(35.83, -90.65)",1000-1499,Non-electric,70,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
241,"(35.85, -77.9)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
242,"(35.87, -78.78)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
243,"(35.917, -75.7)",1500-1999,Electric-resistance,55,1970s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,high,Yes
244,"(35.95, -85.083)",1500-1999,Non-electric,70,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
245,"(35.95, -85.08)",1000-1499,Non-electric,68,1990s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,high,Yes
246,"(36.0, -94.17)",1500-1999,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
247,"(36.017, -102.55)",1000-1499,Non-electric,55,1960s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,low,Yes
248,"(36.02, -102.55)",1000-1499,Non-electric,70,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
249,"(36.02, -89.4)",1000-1499,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
250,"(36.08, -115.15)",1500-1999,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
251,"(36.1, -79.95)",1000-1499,Non-electric,68,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
252,"(36.12, -86.68)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
253,"(36.13, -90.92)",1500-1999,Non-electric,70,1990s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
254,"(36.13, -80.22)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
255,"(36.15, -97.08)",1000-1499,Non-electric,55,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
256,"(36.183, -94.117)",1500-1999,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
257,"(36.2, -95.88)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
258,"(36.26, -76.179)",1000-1499,Electric-resistance,55,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
259,"(36.267, -93.15)",1500-1999,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
260,"(36.27, -93.15)",1000-1499,Non-electric,55,2000s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
261,"(36.3, -99.77)",1500-1999,Non-electric,70,1950s,1,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
262,"(36.3, -99.767)",1500-1999,Non-electric,55,1960s,1,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
263,"(36.3, -92.47)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
264,"(36.3, -76.25)",1000-1499,Electric-resistance,68,2000s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
265,"(36.32, -119.4)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
266,"(36.33, -119.95)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,76,LED_CFL,avg,Yes
267,"(36.33, -97.92)",1000-1499,Non-electric,55,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
268,"(36.35, -94.22)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
269,"(36.37, -94.1)",1000-1499,Non-electric,68,1990s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,high,Yes
270,"(36.45, -105.67)",1500-1999,Non-electric,55,1960s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
271,"(36.45, -103.15)",1000-1499,Non-electric,55,1960s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
272,"(36.467, -82.4)",1000-1499,Electric-resistance,68,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,high,Yes
273,"(36.47, -82.4)",1500-1999,Electric-resistance,68,1970s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,high,Yes
274,"(36.57, -79.33)",1000-1499,Non-electric,68,1950s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
275,"(36.61, -97.49)",1500-1999,Non-electric,55,1970s,1,Single-Family Detached,Non-electric Water Heater,avg,72,Incandescent,avg,Yes
276,"(36.63, -116.02)",1000-1499,Non-electric,70,1990s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
277,"(36.63, -80.02)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
278,"(36.667, -121.6)",1000-1499,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
279,"(36.67, -121.6)",1500-1999,Non-electric,65,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
280,"(36.67, -87.48)",1000-1499,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
281,"(36.68, -82.03)",1000-1499,Electric-resistance,68,<1940,1,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
282,"(36.7, -76.9)",1000-1499,Non-electric,55,1980s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
283,"(36.729, -97.1)",1000-1499,Non-electric,72,1960s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
284,"(36.75, -108.23)",1000-1499,Non-electric,68,1980s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
285,"(36.767, -96.017)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
286,"(36.77, -90.47)",1500-1999,Non-electric,70,1970s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
287,"(36.77, -80.82)",1000-1499,Electric-resistance,68,1970s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
288,"(36.78, -119.72)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
289,"(36.82, -76.03)",2500-3499,Non-electric,68,1980s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
290,"(36.9, -81.35)",1500-1999,Electric-resistance,70,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,high,Yes
291,"(36.9, -76.2)",1500-1999,Non-electric,68,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
292,"(36.95, -76.28)",1500-1999,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
293,"(36.98, -86.43)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
294,"(36.98, -82.53)",1000-1499,Electric-resistance,70,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
295,"(37.03, -100.97)",1000-1499,Non-electric,68,1960s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
296,"(37.05, -88.77)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
297,"(37.08, -113.6)",2500-3499,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
298,"(37.08, -84.08)",1000-1499,Electric-resistance,70,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
299,"(37.08, -76.35)",1000-1499,Non-electric,70,1960s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
300,"(37.13, -76.5)",1500-1999,Non-electric,68,1990s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
301,"(37.133, -80.683)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
302,"(37.15, -107.75)",1000-1499,Non-electric,55,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
303,"(37.15, -94.5)",1000-1499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
304,"(37.18, -77.52)",1500-1999,Electric-resistance,70,1980s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,high,Yes
305,"(37.22, -80.42)",1000-1499,Electric-resistance,70,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,high,Yes
306,"(37.23, -93.38)",2500-3499,Non-electric,70,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
307,"(37.23, -89.57)",1500-1999,Non-electric,70,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
308,"(37.233, -89.567)",1500-1999,Non-electric,70,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
309,"(37.27, -104.33)",1000-1499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,high,78,LED_CFL,avg,Yes
310,"(37.27, -81.24)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
311,"(37.28, -120.52)",1500-1999,Non-electric,72,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
312,"(37.3, -108.63)",1500-1999,Non-electric,55,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
313,"(37.32, -79.97)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
314,"(37.33, -79.2)",1500-1999,Electric-resistance,68,1970s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,high,Yes
315,"(37.35, -78.43)",1000-1499,Electric-resistance,55,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
316,"(37.37, -121.93)",1500-1999,Non-electric,68,1960s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
317,"(37.37, -118.35)",1000-1499,Non-electric,55,1980s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
318,"(37.43, -105.87)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
319,"(37.52, -77.32)",1500-1999,Non-electric,68,1950s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
320,"(37.58, -83.32)",1000-1499,Electric-resistance,68,1980s,1,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
321,"(37.583, -109.483)",2000-2499,Non-electric,55,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
322,"(37.583, -83.317)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
323,"(37.62, -122.4)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
324,"(37.62, -97.27)",1000-1499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
325,"(37.63, -120.95)",1000-1499,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
326,"(37.65, -97.43)",1000-1499,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
327,"(37.65, -75.77)",1500-1999,Electric-resistance,55,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,high,Yes
328,"(37.67, -122.12)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
329,"(37.67, -95.48)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
330,"(37.7, -113.1)",1000-1499,Non-electric,55,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
331,"(37.7, -112.15)",1000-1499,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
332,"(37.75, -97.22)",2500-3499,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
333,"(37.75, -92.15)",1000-1499,Non-electric,55,2000s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
334,"(37.75, -89.017)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
335,"(37.764, -90.428)",1000-1499,Non-electric,70,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
336,"(37.77, -99.97)",1500-1999,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,Incandescent,avg,Yes
337,"(37.77, -89.25)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
338,"(37.8, -81.12)",1000-1499,Non-electric,55,<1940,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
339,"(37.82, -87.68)",1500-1999,Non-electric,70,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
340,"(37.867, -80.4)",1500-1999,Non-electric,55,1970s,1,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
341,"(37.9, -121.23)",1000-1499,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
342,"(37.9, -85.97)",1500-1999,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,high,Yes
343,"(37.93, -100.72)",1500-1999,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
344,"(37.95, -79.83)",1500-1999,Non-electric,68,1950s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
345,"(38.0, -122.05)",1500-1999,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
346,"(38.0, -84.6)",1000-1499,Non-electric,68,1990s,2,Single-Family Detached,Electric Standard,avg,75,LED_CFL,avg,Yes
347,"(38.03, -84.6)",1000-1499,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
348,"(38.05, -103.53)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
349,"(38.05, -97.28)",2500-3499,Non-electric,68,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
350,"(38.05, -87.53)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
351,"(38.067, -97.867)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
352,"(38.07, -102.68)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,low,75,LED_CFL,avg,Yes
353,"(38.1, -92.55)",1500-1999,Electric-resistance,55,1980s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
354,"(38.13, -91.77)",1500-1999,Non-electric,68,1960s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
355,"(38.133, -91.767)",1500-1999,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
356,"(38.133, -78.45)",1000-1499,Non-electric,70,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
357,"(38.18, -85.73)",1500-1999,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
358,"(38.22, -122.28)",1500-1999,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
359,"(38.23, -85.67)",1500-1999,Non-electric,68,1950s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
360,"(38.25, -86.95)",1000-1499,Non-electric,70,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
361,"(38.27, -121.93)",1500-1999,Non-electric,70,1980s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
362,"(38.27, -78.9)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
363,"(38.27, -77.45)",2500-3499,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
364,"(38.28, -104.5)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
365,"(38.3, -76.42)",2500-3499,Non-electric,68,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,high,Yes
366,"(38.32, -88.87)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
367,"(38.33, -75.52)",1500-1999,Non-electric,68,1980s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
368,"(38.333, -96.183)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
369,"(38.333, -75.517)",1500-1999,Non-electric,55,2000s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
370,"(38.35, -98.87)",1000-1499,Non-electric,68,<1940,1,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
371,"(38.38, -82.55)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
372,"(38.38, -81.58)",1500-1999,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
373,"(38.416, -110.703)",2000-2499,Non-electric,68,1970s,1,Single-Family Detached,Non-electric Water Heater,high,75,LED_CFL,avg,Yes
374,"(38.5, -121.5)",1500-1999,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,78,LED_CFL,avg,Yes
375,"(38.5, -107.9)",1000-1499,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
376,"(38.5, -77.3)",1500-1999,Electric-resistance,70,1990s,3,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
377,"(38.52, -122.82)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
378,"(38.53, -106.93)",1500-1999,Non-electric,55,1990s,2,Single-Family Detached,Non-electric Water Heater,avg,68,LED_CFL,avg,Yes
379,"(38.55, -89.85)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,70,LED_CFL,avg,Yes
380,"(38.57, -90.15)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
381,"(38.58, -92.15)",1000-1499,Non-electric,68,1970s,2,Single-Family Detached,Electric Standard,avg,70,LED_CFL,avg,Yes
382,"(38.65, -90.65)",2500-3499,Non-electric,68,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
383,"(38.7, -121.58)",1500-1999,Non-electric,70,2000s,2,Single-Family Detached,Non-electric Water Heater,avg,75,LED_CFL,avg,Yes
384,"(38.72, -93.55)",1000-1499,Non-electric,68,<1940,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
385,"(38.72, -77.52)",2500-3499,Non-electric,70,2000s,2,Single-Family Detached,Electric Standard,avg,72,LED_CFL,avg,Yes
386,"(38.72, -77.18)",2500-3499,Non-electric,68,1970s,2,Single-Family Detached,Non-electric Water Heater,avg,72,LED_CFL,avg,Yes
